"PVWatts Hourly PV Performance Data"
"Requested Location","denton, tx"
"Location","Lat, Lng: 33.21, -97.14"
"Latitude (DD)","33.21"
"Longitude (DD)","-97.14"
"Elevation (m)","202.67999267578"
"DC System Size (kW)","100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"8","4","2","0","0","21","1","0.17","0","21","0","0"
"8","4","3","0","0","21","1","0.17","0","21","0","0"
"8","4","4","0","0","21","1","0.17","0","21","0","0"
"8","4","5","0","0","21","1.6","0.17","0","21","0","0"
"8","4","6","298","47","23","2.1","0.17","53.857","24.19","3327.824","2813.55"
"8","4","7","561","90","26","2.3","0.17","250.128","31.635","19107.087","18033.69"
"8","4","8","698","115","29","2.5","0.17","478.113","39.604","38888.955","37114.609"
"8","4","9","771","134","30","2.7","0.17","689.952","44.717","54567.315","52237.422"
"8","4","10","821","142","31","3","0.17","861.147","48.407","66559.795","63804.96"
"8","4","11","851","145","32","3.1","0.17","968.545","51.233","73592.05","70588.035"
"8","4","12","867","142","33","3.1","0.17","1012.549","53.1","76175.961","73080.387"
"8","4","13","864","139","34","3.1","0.17","983.643","53.532","73983.713","70965.82"
"8","4","14","845","133","34","3.1","0.17","884.576","51.583","67425.491","64639.981"
"8","4","15","760","148","33","3.1","0.17","716.549","47.265","55981.662","53601.653"
"8","4","16","689","128","32","3","0.17","509.347","42.339","40911.176","39065.174"
"8","4","17","567","100","30","2.5","0.17","282.802","36.177","21773.537","20605.657"
"8","4","18","334","57","27","1.9","0.17","78.153","28.802","4831.682","4264.12"
"8","4","19","0","0","25","1.9","0.17","0","25","0","0"
"8","4","20","0","0","24","2","0.17","0","24","0","0"
"8","4","21","0","0","23","1.9","0.17","0","23","0","0"
"8","4","22","0","0","22","1.8","0.17","0","22","0","0"
"8","4","23","0","0","22","1.6","0.17","0","22","0","0"
"8","5","0","0","0","21","1.5","0.17","0","21","0","0"
"8","5","1","0","0","21","1.3","0.17","0","21","0","0"
"8","5","2","0","0","20","1.2","0.17","0","20","0","0"
"8","5","3","0","0","20","1.1","0.17","0","20","0","0"
"8","5","4","0","0","20","1.1","0.17","0","20","0","0"
"8","5","5","0","0","20","1.3","0.17","0","20","0","0"
"8","5","6","257","50","22","1.7","0.17","54.259","23.319","3491.408","2971.337"
"8","5","7","506","103","25","1.6","0.17","244.867","31.378","18820.04","17756.814"
"8","5","8","638","138","28","1.4","0.17","469.506","41.047","37903.085","36163.672"
"8","5","9","713","163","30","1.2","0.17","678.299","49.703","52478.626","50222.743"
"8","5","10","758","180","31","0.9","0.17","844.433","57.392","62756.674","60136.6"
"8","5","11","565","319","32","0.8","0.17","874.662","60.002","63710.678","61056.799"
"8","5","12","778","201","33","0.8","0.17","989.51","64.703","70675.957","67775.271"
"8","5","13","509","380","33","0.9","0.17","885.933","60.608","64220.909","61548.951"
"8","5","14","758","181","34","1.2","0.17","859.78","58.92","63415.083","60771.678"
"8","5","15","325","321","34","1.8","0.17","556.936","48.092","42877.525","40961.848"
"8","5","16","647","139","33","2.3","0.17","496.605","44.425","39504.475","37708.318"
"8","5","17","331","133","32","2.2","0.17","233.308","37.414","18003.682","16969.384"
"8","5","18","186","63","29","1.9","0.17","70.984","30.69","4774.298","4208.769"
"8","5","19","0","0","27","2.1","0.17","0","27","0","0"
"8","5","20","0","0","27","2.5","0.17","0","27","0","0"
"8","5","21","0","0","26","2.8","0.17","0","26","0","0"
"8","5","22","0","0","25","2.8","0.17","0","25","0","0"
"8","5","23","0","0","25","2.7","0.17","0","25","0","0"
"8","6","0","0","0","25","2.5","0.17","0","25","0","0"
"8","6","1","0","0","24","2.3","0.17","0","24","0","0"
"8","6","2","0","0","24","2.2","0.17","0","24","0","0"
"8","6","3","0","0","23","2","0.17","0","23","0","0"
"8","6","4","0","0","23","2","0.17","0","23","0","0"
"8","6","5","0","0","23","2.4","0.17","0","23","0","0"
"8","6","6","240","49","25","3","0.17","52.472","25.999","3355.094","2839.853"
"8","6","7","505","99","27","3.6","0.17","240.841","31.354","18482.715","17431.442"
"8","6","8","653","126","30","3.8","0.17","465.845","38.338","38049.423","36304.824"
"8","6","9","279","319","33","3.6","0.17","513.046","42.41","40414.223","38585.83"
"8","6","10","790","152","35","3.3","0.17","845.145","51.261","64540.049","61856.782"
"8","6","11","820","156","36","3","0.17","956.967","55.321","71447.056","68519.046"
"8","6","12","845","148","37","2.8","0.17","997.19","57.829","73529.324","70527.532"
"8","6","13","843","143","38","2.8","0.17","967.635","58.218","71345.514","68421.102"
"8","6","14","827","134","38","2.9","0.17","869.73","55.88","65105.294","62401.998"
"8","6","15","790","122","37","3.1","0.17","712.752","51.194","54835.934","52496.522"
"8","6","16","726","106","36","3.2","0.17","507.592","45.972","40212.725","38391.472"
"8","6","17","610","83","34","2.9","0.17","279.493","39.678","21086.691","19943.149"
"8","6","18","377","49","31","2.5","0.17","74.503","32.502","4310.006","3760.929"
"8","6","19","0","0","29","2.9","0.17","0","29","0","0"
"8","6","20","0","0","28","3.2","0.17","0","28","0","0"
"8","6","21","0","0","27","3","0.17","0","27","0","0"
"8","6","22","0","0","26","2.7","0.17","0","26","0","0"
"8","6","23","0","0","26","2.5","0.17","0","26","0","0"
"8","7","0","0","0","25","2.4","0.17","0","25","0","0"
"8","7","1","0","0","25","2.5","0.17","0","25","0","0"
"8","7","2","0","0","24","2.5","0.17","0","24","0","0"
"8","7","3","0","0","24","2.5","0.17","0","24","0","0"
"8","7","4","0","0","24","2.8","0.17","0","24","0","0"
"8","7","5","0","0","24","3.3","0.17","0","24","0","0"
"8","7","6","248","48","25","4.1","0.17","51.918","25.832","3292.494","2779.472"
"8","7","7","519","94","27","4.6","0.17","241.653","30.787","18558.444","17504.488"
"8","7","8","279","223","30","4.5","0.17","359.937","35.823","29286.923","27852.814"
"8","7","9","59","308","33","4","0.17","336.508","38.805","26470.395","25136.088"
"8","7","10","10","222","36","3.2","0.17","217.249","40.224","16569.579","15586.096"
"8","7","11","9","199","37","2.5","0.17","195.782","41.291","14737.486","13818.922"
"8","7","12","10","202","38","2.2","0.17","200.165","42.641","14969.495","14042.71"
"8","7","13","251","462","39","2","0.17","710.497","56.185","52239.953","49992.528"
"8","7","14","518","323","39","1.9","0.17","788.472","58.521","57987.669","55536.579"
"8","7","15","681","175","38","2.2","0.17","685.519","54.032","51987.162","49748.694"
"8","7","16","597","154","37","2.5","0.17","482.93","47.7","37845.802","36108.419"
"8","7","17","465","118","36","2.4","0.17","263.484","41.871","19851.493","18751.72"
"8","7","18","239","61","33","2.1","0.17","72.426","34.636","4609.588","4049.896"
"8","7","19","0","0","31","2.5","0.17","0","31","0","0"
"8","7","20","0","0","31","3","0.17","0","31","0","0"
"8","7","21","0","0","30","3.3","0.17","0","30","0","0"
"8","7","22","0","0","29","3.5","0.17","0","29","0","0"
"8","7","23","0","0","28","3.7","0.17","0","28","0","0"
"8","8","0","0","0","28","3.7","0.17","0","28","0","0"
"8","8","1","0","0","27","3.6","0.17","0","27","0","0"
"8","8","2","0","0","26","3.4","0.17","0","26","0","0"
"8","8","3","0","0","25","3.4","0.17","0","25","0","0"
"8","8","4","0","0","25","3.3","0.17","0","25","0","0"
"8","8","5","0","0","25","3.5","0.17","0","25","0","0"
"8","8","6","55","49","27","4.1","0.17","45.425","27.761","3270.229","2757.995"
"8","8","7","234","129","29","4.6","0.17","188.928","31.986","14746.2","13827.327"
"8","8","8","602","141","32","4.4","0.17","454.325","39.466","36891.706","35188.13"
"8","8","9","685","165","35","3.9","0.17","661.364","46.629","51826.938","49594.148"
"8","8","10","87","397","37","3.5","0.17","459.533","45.527","35165.218","33522.818"
"8","8","11","760","190","38","3.3","0.17","933.74","55.941","69487.558","66628.982"
"8","8","12","803","169","39","3.2","0.17","984.336","58.217","72427.802","69465.041"
"8","8","13","795","168","39","3.2","0.17","952.949","57.61","70411.187","67519.882"
"8","8","14","766","164","39","3.1","0.17","850.423","55.9","63605.071","60954.935"
"8","8","15","429","282","38","3","0.17","600.862","50.142","46037.478","44009.83"
"8","8","16","294","233","37","2.6","0.17","386.938","45.403","30263.518","28794.805"
"8","8","17","299","135","36","1.9","0.17","223.921","41.52","16974.254","15976.433"
"8","8","18","60","59","33","1.4","0.17","57.252","34.558","4064.393","3524.019"
"8","8","19","0","0","31","1.6","0.17","0","31","0","0"
"8","8","20","0","0","30","2","0.17","0","30","0","0"
"8","8","21","0","0","28","2.2","0.17","0","28","0","0"
"8","8","22","0","0","27","2.3","0.17","0","27","0","0"
"8","8","23","0","0","27","2.4","0.17","0","27","0","0"
"8","9","0","0","0","26","2.5","0.17","0","26","0","0"
"8","9","1","0","0","26","2.6","0.17","0","26","0","0"
"8","9","2","0","0","25","2.5","0.17","0","25","0","0"
"8","9","3","0","0","25","2.3","0.17","0","25","0","0"
"8","9","4","0","0","24","2.2","0.17","0","24","0","0"
"8","9","5","0","0","25","2.5","0.17","0","25","0","0"
"8","9","6","317","41","27","3.2","0.17","49.678","27.89","2903.822","2404.572"
"8","9","7","589","77","29","3.7","0.17","245.795","33.363","18530.493","17477.528"
"8","9","8","720","98","32","3.5","0.17","474.057","40.885","38407.029","36649.759"
"8","9","9","792","113","35","2.9","0.17","685.737","49.131","53310.807","51025.437"
"8","9","10","831","124","36","2.3","0.17","849.775","55.476","63813.823","61156.289"
"8","9","11","850","132","37","1.9","0.17","957.211","60.724","69876.235","67003.886"
"8","9","12","838","147","38","1.7","0.17","990.396","63.591","71221.984","68301.95"
"8","9","13","818","155","38","1.7","0.17","962.564","62.877","69517.507","66657.869"
"8","9","14","317","394","37","1.8","0.17","675.008","54.045","50387.011","48205.243"
"8","9","15","159","343","37","1.9","0.17","451.325","48.171","34463.901","32846.352"
"8","9","16","244","240","36","2","0.17","366.232","44.916","28627.832","27217.078"
"8","9","17","24","134","34","1.6","0.17","131.7","37.488","10236.072","9477.011"
"8","9","18","1","53","32","1.4","0.17","48.371","33.334","3598.177","3074.323"
"8","9","19","0","0","30","1.6","0.17","0","30","0","0"
"8","9","20","0","0","29","2","0.17","0","29","0","0"
"8","9","21","0","0","28","2.5","0.17","0","28","0","0"
"8","9","22","0","0","27","2.8","0.17","0","27","0","0"
"8","9","23","0","0","27","2.8","0.17","0","27","0","0"
"8","10","0","0","0","26","2.6","0.17","0","26","0","0"
"8","10","1","0","0","25","2.4","0.17","0","25","0","0"
"8","10","2","0","0","25","2.2","0.17","0","25","0","0"
"8","10","3","0","0","25","2","0.17","0","25","0","0"
"8","10","4","0","0","25","1.8","0.17","0","25","0","0"
"8","10","5","0","0","25","2.2","0.17","0","25","0","0"
"8","10","6","0","33","27","2.9","0.17","30.57","27.624","2250.669","1774.563"
"8","10","7","6","115","29","3.6","0.17","108.087","30.989","8605.648","7904.359"
"8","10","8","173","233","32","3.8","0.17","312.394","37.575","25071.383","23786.648"
"8","10","9","75","315","34","3.5","0.17","355.321","40.607","27809.521","26427.763"
"8","10","10","174","392","35","3","0.17","537.078","45.814","41302.349","39442.486"
"8","10","11","280","447","36","2.4","0.17","722.196","52.166","54107.541","51793.939"
"8","10","12","338","447","36","1.9","0.17","792.631","55.575","58517.423","56047.562"
"8","10","13","102","457","36","1.5","0.17","545.971","50.676","40828.942","38985.854"
"8","10","14","69","392","36","1.1","0.17","440.858","49.034","33161.783","31590.372"
"8","10","15","708","157","35","0.6","0.17","687.017","58.334","51190.497","48980.258"
"8","10","16","636","134","34","0.3","0.17","483.642","51.998","37269.854","35552.879"
"8","10","17","506","103","33","0.4","0.17","261.009","42.282","19512.879","18425.103"
"8","10","18","261","54","32","0.7","0.17","66.878","34.069","4115.282","3573.105"
"8","10","19","0","0","30","1","0.17","0","30","0","0"
"8","10","20","0","0","29","1.2","0.17","0","29","0","0"
"8","10","21","0","0","28","1.4","0.17","0","28","0","0"
"8","10","22","0","0","27","1.5","0.17","0","27","0","0"
"8","10","23","0","0","27","1.5","0.17","0","27","0","0"
"8","11","0","0","0","26","1.5","0.17","0","26","0","0"
"8","11","1","0","0","26","1.7","0.17","0","26","0","0"
"8","11","2","0","0","25","1.8","0.17","0","25","0","0"
"8","11","3","0","0","25","1.5","0.17","0","25","0","0"
"8","11","4","0","0","25","1.1","0.17","0","25","0","0"
"8","11","5","0","0","25","1.1","0.17","0","25","0","0"
"8","11","6","77","44","26","1.4","0.17","42.269","27.14","2962.472","2461.143"
"8","11","7","482","98","28","1.9","0.17","233.36","33.701","17731.456","16706.803"
"8","11","8","640","124","30","2.3","0.17","458.218","40.55","37099.685","35388.739"
"8","11","9","372","291","32","2.5","0.17","554.069","44.227","43494.92","41557.365"
"8","11","10","226","385","33","2.9","0.17","575.671","44.795","44575.817","42599.962"
"8","11","11","378","406","34","3.2","0.17","776.411","49.127","59078.478","56588.737"
"8","11","12","321","457","35","3.4","0.17","786.077","49.819","59452.253","56949.267"
"8","11","13","511","373","35","3.4","0.17","883.333","51.677","66591.758","63835.791"
"8","11","14","476","328","36","3.3","0.17","756.9","50.535","57600.632","55163.257"
"8","11","15","779","124","35","3.1","0.17","705.113","49.044","54772.685","52435.515"
"8","11","16","709","108","34","2.8","0.17","497.251","44.451","39660.62","37858.93"
"8","11","17","582","85","33","2.1","0.17","268.982","39.328","20256","19141.893"
"8","11","18","331","47","30","1.3","0.17","65.581","31.702","3818.059","3286.414"
"8","11","19","0","0","28","1.1","0.17","0","28","0","0"
"8","11","20","0","0","27","1","0.17","0","27","0","0"
"8","11","21","0","0","27","0.9","0.17","0","27","0","0"
"8","11","22","0","0","27","0.8","0.17","0","27","0","0"
"8","11","23","0","0","26","0.7","0.17","0","26","0","0"
"8","12","0","0","0","25","0.5","0.17","0","25","0","0"
"8","12","1","0","0","24","0.5","0.17","0","24","0","0"
"8","12","2","0","0","23","0.8","0.17","0","23","0","0"
"8","12","3","0","0","22","1.1","0.17","0","22","0","0"
"8","12","4","0","0","22","1.4","0.17","0","22","0","0"
"8","12","5","0","0","22","2.2","0.17","0","22","0","0"
"8","12","6","362","37","23","3","0.17","47.809","23.867","2695.726","2203.85"
"8","12","7","664","66","26","3.3","0.17","257.001","30.846","19481.581","18394.915"
"8","12","8","802","80","29","3.5","0.17","499.213","38.36","40964.31","39116.425"
"8","12","9","873","89","31","3.7","0.17","718.539","44.028","57145.744","54724.487"
"8","12","10","911","96","32","4","0.17","892.552","47.452","69389.273","66534.179"
"8","12","11","930","100","33","4.3","0.17","1003.897","49.64","76879.773","73759.26"
"8","12","12","929","106","34","4.5","0.17","1042.12","50.802","79237.792","76033.725"
"8","12","13","924","103","34","4.6","0.17","1007.979","50.041","77028.446","73902.665"
"8","12","14","905","98","34","4.7","0.17","902.376","48.188","69882.283","67009.719"
"8","12","15","850","101","34","4.6","0.17","731.437","45.675","57694","55253.316"
"8","12","16","784","88","33","4.4","0.17","517.69","41.513","41882.961","40002.525"
"8","12","17","666","70","31","3.5","0.17","280.334","36.153","21290.192","20139.439"
"8","12","18","415","41","28","2.2","0.17","66.348","29.381","3635.969","3110.776"
"8","12","19","0","0","25","1.5","0.17","0","25","0","0"
"8","12","20","0","0","24","1.4","0.17","0","24","0","0"
"8","12","21","0","0","23","1.2","0.17","0","23","0","0"
"8","12","22","0","0","22","1.1","0.17","0","22","0","0"
"8","12","23","0","0","22","1.1","0.17","0","22","0","0"
"8","13","0","0","0","21","1","0.17","0","21","0","0"
"8","13","1","0","0","21","1","0.17","0","21","0","0"
"8","13","2","0","0","20","1","0.17","0","20","0","0"
"8","13","3","0","0","20","1","0.17","0","20","0","0"
"8","13","4","0","0","19","1","0.17","0","19","0","0"
"8","13","5","0","0","20","1.3","0.17","0","20","0","0"
"8","13","6","326","37","22","1.7","0.17","46.136","23.081","2667.745","2176.86"
"8","13","7","609","73","25","2.1","0.17","247.891","30.794","18853.556","17789.144"
"8","13","8","743","94","28","2.4","0.17","482.834","38.915","39479.276","37684.012"
"8","13","9","815","108","30","2.4","0.17","698.607","45.746","55123.535","52773.933"
"8","13","10","857","118","32","2.5","0.17","868.092","51.168","66424.262","63674.23"
"8","13","11","879","124","33","2.9","0.17","979.005","53.113","73874.254","70860.24"
"8","13","12","870","137","34","3.3","0.17","1014.033","53.488","76217.479","73120.434"
"8","13","13","867","133","34","3.6","0.17","982.407","52.021","74431.621","71397.856"
"8","13","14","850","125","35","3.7","0.17","880.567","50.927","67385.278","64601.193"
"8","13","15","815","112","34","3.7","0.17","718.635","47.023","56345.807","53952.895"
"8","13","16","751","96","33","3.5","0.17","507.002","42.501","40826.435","38983.436"
"8","13","17","632","75","32","2.8","0.17","273.532","37.642","20649.8","19521.739"
"8","13","18","378","42","29","1.8","0.17","63.921","30.457","3564.714","3042.046"
"8","13","19","0","0","26","1.6","0.17","0","26","0","0"
"8","13","20","0","0","25","1.7","0.17","0","25","0","0"
"8","13","21","0","0","24","1.8","0.17","0","24","0","0"
"8","13","22","0","0","24","1.9","0.17","0","24","0","0"
"8","13","23","0","0","23","1.9","0.17","0","23","0","0"
"8","14","0","0","0","22","1.9","0.17","0","22","0","0"
"8","14","1","0","0","22","1.8","0.17","0","22","0","0"
"8","14","2","0","0","21","1.7","0.17","0","21","0","0"
"8","14","3","0","0","20","1.5","0.17","0","20","0","0"
"8","14","4","0","0","20","1.2","0.17","0","20","0","0"
"8","14","5","0","0","20","1.5","0.17","0","20","0","0"
"8","14","6","300","38","22","2","0.17","45.898","23.02","2716.518","2223.904"
"8","14","7","586","77","26","2.3","0.17","245.157","31.515","18625.066","17568.749"
"8","14","8","724","99","29","2","0.17","478.162","40.684","38801.229","37029.99"
"8","14","9","796","115","32","1.4","0.17","692.449","51.202","53390.055","51101.876"
"8","14","10","835","128","33","1.4","0.17","859.278","56.779","64181.561","61510.997"
"8","14","11","856","135","34","2","0.17","968.024","57.508","71677.499","68741.324"
"8","14","12","839","154","35","2.6","0.17","999.825","56.64","74133.043","71109.859"
"8","14","13","835","150","36","3","0.17","967.95","55.546","72232.884","69277.029"
"8","14","14","815","142","36","3.4","0.17","871.235","52.501","66198.888","63456.842"
"8","14","15","736","150","35","3.5","0.17","699.227","48.06","54507.137","52179.376"
"8","14","16","477","181","34","3.6","0.17","438.646","42.083","35097.649","33457.644"
"8","14","17","529","90","33","3.2","0.17","254.78","37.921","19276.506","18197.106"
"8","14","18","230","50","30","2.4","0.17","59.356","31.254","3699.194","3171.761"
"8","14","19","0","0","28","2.2","0.17","0","28","0","0"
"8","14","20","0","0","27","2.3","0.17","0","27","0","0"
"8","14","21","0","0","26","2.1","0.17","0","26","0","0"
"8","14","22","0","0","25","1.9","0.17","0","25","0","0"
"8","14","23","0","0","25","1.8","0.17","0","25","0","0"
"8","15","0","0","0","24","1.8","0.17","0","24","0","0"
"8","15","1","0","0","24","1.9","0.17","0","24","0","0"
"8","15","2","0","0","23","2.1","0.17","0","23","0","0"
"8","15","3","0","0","22","2.2","0.17","0","22","0","0"
"8","15","4","0","0","22","2.1","0.17","0","22","0","0"
"8","15","5","0","0","22","2.3","0.17","0","22","0","0"
"8","15","6","127","40","24","2.8","0.17","40.194","24.806","2686.376","2194.831"
"8","15","7","562","83","27","3.2","0.17","244.064","31.69","18580.757","17526.011"
"8","15","8","702","108","30","3","0.17","475.643","39.665","38739.927","36970.861"
"8","15","9","782","124","32","2.7","0.17","691.836","46.763","54334.133","52012.503"
"8","15","10","829","133","34","2.6","0.17","864.037","52.732","65653.071","62930.365"
"8","15","11","856","138","36","2.7","0.17","971.357","56.662","72185.139","69230.976"
"8","15","12","869","137","37","2.9","0.17","1013.553","57.814","74793.655","71747.062"
"8","15","13","864","134","38","3.1","0.17","980.538","57.476","72591.718","69623.148"
"8","15","14","843","128","38","3.2","0.17","876.838","55.151","65917.797","63185.711"
"8","15","15","803","118","37","3.3","0.17","714.804","50.784","55172.24","52820.912"
"8","15","16","730","103","36","3.3","0.17","500.982","45.689","39801.829","37995.136"
"8","15","17","596","82","35","2.8","0.17","267.205","40.513","19927.307","18824.847"
"8","15","18","324","44","32","2.3","0.17","60.827","33.274","3476.04","2956.514"
"8","15","19","0","0","30","2.9","0.17","0","30","0","0"
"8","15","20","0","0","29","3.7","0.17","0","29","0","0"
"8","15","21","0","0","28","4","0.17","0","28","0","0"
"8","15","22","0","0","28","4.1","0.17","0","28","0","0"
"8","15","23","0","0","27","4","0.17","0","27","0","0"
"8","16","0","0","0","27","3.9","0.17","0","27","0","0"
"8","16","1","0","0","26","3.7","0.17","0","26","0","0"
"8","16","2","0","0","26","3.5","0.17","0","26","0","0"
"8","16","3","0","0","26","3.4","0.17","0","26","0","0"
"8","16","4","0","0","25","3.2","0.17","0","25","0","0"
"8","16","5","0","0","25","3.3","0.17","0","25","0","0"
"8","16","6","212","41","26","3.9","0.17","43.875","26.722","2729.84","2236.755"
"8","16","7","489","93","28","4.6","0.17","231.108","31.623","17677.701","16654.953"
"8","16","8","144","229","31","4.9","0.17","294.797","35.522","23818.63","22578.285"
"8","16","9","157","319","34","4.8","0.17","424.271","40.571","33480.637","31897.928"
"8","16","10","769","157","35","4.3","0.17","836.436","48.873","64560.877","61876.872"
"8","16","11","796","164","36","3.8","0.17","946.38","52.842","71451.423","68523.259"
"8","16","12","748","206","37","3.1","0.17","973.951","56.327","72225.958","69270.349"
"8","16","13","375","380","37","2.4","0.17","752.174","53.852","56131.032","53745.73"
"8","16","14","265","399","37","1.8","0.17","635.605","53.048","47607.979","45524.683"
"8","16","15","0","24","37","1.6","0.17","22.318","37.588","1554.193","1102.765"
"8","16","16","0","65","36","2","0.17","60.44","37.468","4495.373","3939.728"
"8","16","17","0","50","34","2.1","0.17","46.432","35.109","3492.411","2972.305"
"8","16","18","0","4","31","2","0.17","3.7","31.089","238.907","0"
"8","16","19","0","0","29","2.2","0.17","0","29","0","0"
"8","16","20","0","0","28","2.5","0.17","0","28","0","0"
"8","16","21","0","0","28","2.4","0.17","0","28","0","0"
"8","16","22","0","0","27","2.1","0.17","0","27","0","0"
"8","16","23","0","0","26","1.8","0.17","0","26","0","0"
"8","17","0","0","0","26","1.3","0.17","0","26","0","0"
"8","17","1","0","0","25","1.3","0.17","0","25","0","0"
"8","17","2","0","0","25","1.6","0.17","0","25","0","0"
"8","17","3","0","0","25","1.6","0.17","0","25","0","0"
"8","17","4","0","0","24","1.8","0.17","0","24","0","0"
"8","17","5","0","0","24","2.2","0.17","0","24","0","0"
"8","17","6","0","9","25","2.7","0.17","8.331","25.175","571.792","155.175"
"8","17","7","0","48","26","3.1","0.17","44.57","26.889","3479.393","2959.748"
"8","17","8","0","38","27","3.5","0.17","35.296","27.658","2681.423","2190.053"
"8","17","9","0","93","28","3.8","0.17","86.633","29.538","6720.016","6085.542"
"8","17","10","33","334","29","4.2","0.17","352.27","34.893","27959.64","26572.563"
"8","17","11","78","434","30","4.5","0.17","500.632","38.032","39416.885","37623.832"
"8","17","12","271","463","30","4.5","0.17","744.636","41.961","58141.994","55685.436"
"8","17","13","362","413","31","4.1","0.17","773.04","44.136","60044.533","57520.56"
"8","17","14","483","319","31","3.4","0.17","754.766","45.269","58770.795","56291.956"
"8","17","15","379","292","31","2.9","0.17","568.371","42.684","44920.232","42932.173"
"8","17","16","645","125","30","2.5","0.17","475.334","40.542","38505.547","36744.786"
"8","17","17","513","93","29","1.8","0.17","250.324","35.261","19117.455","18043.691"
"8","17","18","234","46","28","1.2","0.17","54.734","29.483","3366.297","2850.66"
"8","17","19","0","0","26","1.2","0.17","0","26","0","0"
"8","17","20","0","0","26","1.2","0.17","0","26","0","0"
"8","17","21","0","0","25","1.5","0.17","0","25","0","0"
"8","17","22","0","0","24","1.6","0.17","0","24","0","0"
"8","17","23","0","0","24","1.6","0.17","0","24","0","0"
"8","18","0","0","0","24","1.6","0.17","0","24","0","0"
"8","18","1","0","0","23","1.7","0.17","0","23","0","0"
"8","18","2","0","0","23","1.7","0.17","0","23","0","0"
"8","18","3","0","0","23","1.6","0.17","0","23","0","0"
"8","18","4","0","0","22","1.6","0.17","0","22","0","0"
"8","18","5","0","0","22","2","0.17","0","22","0","0"
"8","18","6","148","44","24","2.6","0.17","44.325","24.917","2936.882","2436.46"
"8","18","7","446","103","27","3.3","0.17","228.365","31.332","17578.113","16558.895"
"8","18","8","424","184","30","3.8","0.17","403.876","37.223","32938.154","31374.668"
"8","18","9","497","238","32","3.9","0.17","599.801","42.538","47637.778","45553.426"
"8","18","10","744","174","34","3.9","0.17","835.222","48.661","64496.724","61814.992"
"8","18","11","769","184","35","3.9","0.17","940.99","51.499","71425.417","68498.175"
"8","18","12","480","394","34","4","0.17","892.263","49.385","67828.487","65028.697"
"8","18","13","467","376","33","4.1","0.17","845.399","47.375","64915.476","62218.906"
"8","18","14","496","315","32","4","0.17","762.281","45.167","59402.684","56901.454"
"8","18","15","475","252","31","3.8","0.17","604.532","41.775","48106.323","46005.369"
"8","18","16","536","169","30","3.2","0.17","456.749","38.969","37122.273","35410.527"
"8","18","17","395","107","29","2","0.17","225.012","34.412","17317.352","16307.373"
"8","18","18","169","50","27","1.2","0.17","54.173","28.496","3545.009","3023.039"
"8","18","19","0","0","26","1","0.17","0","26","0","0"
"8","18","20","0","0","25","1","0.17","0","25","0","0"
"8","18","21","0","0","25","1","0.17","0","25","0","0"
"8","18","22","0","0","25","1.1","0.17","0","25","0","0"
"8","18","23","0","0","24","1.2","0.17","0","24","0","0"
"8","19","0","0","0","24","1.4","0.17","0","24","0","0"
"8","19","1","0","0","24","1.5","0.17","0","24","0","0"
"8","19","2","0","0","24","1.5","0.17","0","24","0","0"
"8","19","3","0","0","23","1.4","0.17","0","23","0","0"
"8","19","4","0","0","23","1.3","0.17","0","23","0","0"
"8","19","5","0","0","23","1.5","0.17","0","23","0","0"
"8","19","6","14","36","24","2.1","0.17","33.222","24.779","2403.279","1921.765"
"8","19","7","140","126","26","2.6","0.17","159.036","29.432","12615.948","11772.559"
"8","19","8","535","161","29","2.7","0.17","439.633","38.401","35832.897","34166.839"
"8","19","9","647","181","31","2.9","0.17","654.454","44.479","51761.72","49531.24"
"8","19","10","716","190","32","3.1","0.17","827.532","48.448","63933.459","61271.686"
"8","19","11","755","192","33","3.5","0.17","935.708","50.425","71339.965","68415.75"
"8","19","12","825","153","34","4.1","0.17","993.609","50.925","75512.332","72440.273"
"8","19","13","812","153","34","4.6","0.17","955.492","49.202","73271.256","70278.608"
"8","19","14","321","381","33","4.9","0.17","667.435","43.195","52222.774","49975.957"
"8","19","15","393","285","33","4.9","0.17","571.383","41.752","45368.492","43364.55"
"8","19","16","673","112","32","4.6","0.17","475.821","39.616","38738.865","36969.837"
"8","19","17","533","85","31","3.5","0.17","247.054","35.542","18748.487","17687.797"
"8","19","18","250","42","29","2.1","0.17","51.169","30.127","3040.717","2536.617"
"8","19","19","0","0","27","1.6","0.17","0","27","0","0"
"8","19","20","0","0","26","1.9","0.17","0","26","0","0"
"8","19","21","0","0","26","2.9","0.17","0","26","0","0"
"8","19","22","0","0","26","3.9","0.17","0","26","0","0"
"8","19","23","0","0","25","3.9","0.17","0","25","0","0"
"8","20","0","0","0","25","3.6","0.17","0","25","0","0"
